,title,time
1881,香港豪宅价格全球最高为迪拜4倍(378),2014-11-13
1882,香港李嘉诚40亿买卖自家地产项目或因REITs试点窗口临近(1846),2014-11-12
1883,北京写字楼市场酝酿爆发骏豪中央公园广场逆势狂销10亿(1005),2014-11-11
1884,香港领汇洽购深圳万科广场拟收购8成权益(1100),2014-11-11
1885,香港楼价重拾上升(897),2014-11-08
1886,"香港金管局忧美国退市和""占中""夹击下资金流出香港(654)",2014-11-03
1887,"苏州楼市""银十""迎来""三连涨""(863)",2014-10-31
1888,北京方兴地产试水高端社区商业(1739),2014-10-30
1889,大连万达2020年海外销售额欲超千亿美元(686),2014-10-30
1890,香港华南城拟2015年初广州建第九个大型物流中心(242),2014-10-29
1891,北京远洋地产斥39亿元购盛洋换股优先股(354),2014-10-27
1892,北京远洋地产39亿港元认购盛洋投资13亿股可换股(631),2014-10-27
1893,广州雅居乐2.65亿美元贷款获延期压力暂缓缺口仍大(1262),2014-10-27
1894,广州雅居乐3项共77亿港元贷款获延期或修订违约条文(1072),2014-10-27
1895,香港方兴地产重金布局上海滩大宁地王项目或2015年中面世(1051),2014-10-27
1896,香港未来3年私人住宅供应量将超7万个(453),2014-10-25
1897,2014年香港私宅潜在供应破顶中小型占整体比重64%(921),2014-10-25
1898,香港新楼供应破纪录2014年前3季完工急增(997),2014-10-25
1899,"香港各界担忧""占中""对经济损害将陆续浮现(837)",2014-10-25
1900,中国港澳政府宜政策支持低端市(796),2014-10-23
1901,香港华南城拟2015年初广州建第九个大型物流中心(242),2014-10-21
1902,大连万达商业地产启动在香港上市(1561),2014-10-16
1903,2014年9月深港楼市成交量一升一降(1269),2014-10-10
1904,香港华润2014年国庆推大规模促销(993),2014-10-09
1905,香港新鸿基地产葵芳新都会广场拟翻新后增零售铺(211),2014-10-08
1906,香港新鸿基地产葵芳新都会广场拟翻新后增零售铺(211),2014-10-08
1907,香港恒基地产迎海三期首轮销售套14.8亿(276),2014-10-07
1908,香港恒辉企业控股旗下房托购美国整形外科中心(153),2014-10-07
1909,香港楼价连升五个月2014年8月再创新高(538),2014-10-07
1910,香港恒基地产迎海三期首轮销售套14.8亿(276),2014-10-07
1911,香港地产富豪入市增持散户勿盲目跟买(916),2014-10-07
1912,外媒称香港黄金周损失400亿港元富豪抛售房产(922),2014-10-06
1913,2014年10月3日香港港股盘中一度跌逾300点内房股逆市上升(...,2014-10-03
1914,香港华润国庆推大规模促销2014年1-8月仅完成目标52%(1617),2014-10-01
1915,香港新鸿基地产葵芳新都会广场拟翻新后增零售铺(211),2014-09-29
1916,深度调查香港旭辉低首付营销策略将低首付进行到底(1301),2014-09-28
1917,香港华润置地加速品牌布局打造粤东新地标(1722),2014-09-27
1918,房企融资渠道再放宽北京金隅股份中期票据融资获准(1137),2014-09-25
1919,大连万达商业地产拟赴港上市王健林有望重夺首富(1809),2014-09-25
1920,香港恒辉企业控股旗下房托购美国整形外科中心(153),2014-09-24
1921,保利置业香港加注50亿港元撬动启德项目(970),2014-09-23
1922,美联储加息将对香港楼市造成冲击(762),2014-09-23
1923,深圳各大口岸楼盘受港人青睐港人置业偏好小户型(1295),2014-09-23
1924,美联储加息将对香港楼市造成冲击(756),2014-09-23
1925,香港华润置地加速品牌布局打造粤东新地标(1722),2014-09-22
1926,香港恒辉企业控股旗下房托购美国整形外科中心(153),2014-09-19
1927,香港地产大佬全线收缩负债率近历史低点(922),2014-09-18
1928,大连万达向港交所提交上市申请融资规模或达60亿美元(1771),2014-09-18
1929,港交所招股书掀开大连万达全貌王健林家族持股100%(1623),2014-09-18
1930,大连万达商业地产申请赴港上市(1515),2014-09-18
1931,大连万达商业地产赴港上市(257),2014-09-18
1932,香港华润置地加速品牌布局打造粤东新地标(1722),2014-09-17
1933,"上海多伦股份出售资产""壳""化严重股东竞相减持离场(1165)",2014-09-17
1934,大连万达商业地产申请在港上市(591),2014-09-17
1935,香港新鸿基一财年内地销售额56亿(406),2014-09-16
1936,香港长江实业逆市推豪宅执行董事称市道好转会加大投资(389),2014-09-16
1937,"美银美林维持香港新鸿基地产""买入""评级(315)",2014-09-15
1938,财年内地销售56亿香港新鸿基将专注现有项目谨慎拿地(1534),2014-09-15
1939,香港合富辉煌夥搜房攻地产金融股价逆市升(321),2014-09-15
1940,香港汇控将支付5.5亿美元和解按揭债券造假诉讼(260),2014-09-15
1941,香港力宝拟40亿物色亚太区房产南韩项目冀2018年完成(521),2014-09-12
1942,2014年香港一手楼市注册将创七年新高(518),2014-09-11
1943,香港联合地产终止购建筑设备租赁业务(200),2014-09-11
1944,香港联合地产终止购建筑设备租赁业务(200),2014-09-11
1945,香港长江实业积极开拓业务购买有助避楼市风险(519),2014-09-11
1946,美国高盛调整收租股目标价首选太古地产(489),2014-09-09
1947,兰州银亿股份初尝海外扩张1亿元开发济州岛地块(598),2014-09-09
1948,广州保利地产30亿元拿下成都和南京3地块(703),2014-09-08
1949,"广州越秀地产38亿港元""备粮""内房股或迎供股融资潮(1565)",2014-09-05
1950,大连万达商业地产IPO传闻再起在港上市平台改名让路(1428),2014-09-05
1951,北京搜狐携手香港公司打造放心P2P(568),2014-09-05
1952,香港路劲地产深陷质量门盈利疲弱或影响评级(1560),2014-09-04
1953,香港扩大房地产投资信托基金投资范围(299),2014-09-03
1954,海南琼海旅游地产推介会达成团购意向大单(413),2014-09-02
1955,高盛维持香港合景泰富地产中性评级目标价6.5元(301),2014-09-01
1956,投资性物业收益增长21.7%香港国瑞置业将增持自主开发商业(479),2014-09-01
1957,香港力高地产2014年上半年毛利同比减少53%至3.38亿元(489),2014-08-29
1958,香港扩大房地产投资信托基金投资范围(299),2014-08-29
1959,香港力高地产2014年上半年毛利同比减少53%至3.38亿元(489),2014-08-29
1960,投资者看多北京市二环内龙头房企国瑞置业(720),2014-08-29
1961,广州时代地产频繁资本运作降低融资成本(825),2014-08-28
1962,北京北大资源打造未来教育地产之王(1410),2014-08-28
1963,广州两房企合约销售逆市上升(1078),2014-08-28
1964,香港联合地产2014年中期纯利增长41%至7.79亿港元(793),2014-08-28
1965,广州时代地产2014年上半年销售60亿积极调整债务结构(1047),2014-08-28
1966,香港建业地产斥资1.64亿全购河南五开发项目(123),2014-08-28
1967,广州保利地产2014年中期业绩平稳期待下半年发力(876),2014-08-27
1968,香港恒基兆业2014年中期内地物业销售跌54%租金收入升10%(...,2014-08-27
1969,香港恒基兆业2014年中期内地物业销售跌54%租金收入升10%(...,2014-08-27
1970,恒生地产济南楼盘半月内降价25%引发业主维权(966),2014-08-26
1971,福建泰禾集团为下属四家子公司110.5亿元贷款担保(735),2014-08-25
1972,13亿夺攀成钢地块中粮地产成都补血高端项目(1832),2014-08-25
1973,深圳万科2014年上半年销售过千亿下半年将采取积极销售策略(1703),2014-08-22
1974,河南建业称将充分发挥凯德二股东优势(658),2014-08-21
1975,广州保利置业可以处理好同业竞争有信心完成280亿目标(612),2014-08-21
1976,德银看好深圳万科和华润等开发商(1358),2014-08-21
1977,香港盈大地产2014年中期溢利1.35亿港元同比涨335%(861),2014-08-18
1978,深圳世联地产1000万美元增资香港子公司(205),2014-08-18
1979,香港盈大地产2014年中期溢利1.35亿港元同比涨335%(861),2014-08-18
1980,香港盈大地产2014年中期溢利1.35亿港元同比涨335%(861),2014-08-15
1981,深圳世联地产1000万美元增资香港子公司(205),2014-08-15
1982,广州越秀房托2014年上半年业绩增10.7%称商业地产严重过剩(...,2014-08-14
1983,大连万达商业125亿组合营投资澳洲地产(284),2014-08-13
1984,香港李嘉诚继续抛售内地资产(677),2014-08-13
1985,香港旭辉料2014年下半年更多利好楼市消息(252),2014-08-13
1986,香港旭辉控股集团2014年上半年完成销售金额102亿元(916),2014-08-13
1987,香港旭辉控股2014年上半年完成销售额102亿(919),2014-08-13
1988,香港华润置地首次正式发布全国商业地产战略(695),2014-08-08
1989,海外地产商积极吸引香港买家前往置业(1724),2014-08-08
1990,"香港人来深圳置业出现""升温""迹象(1636)",2014-08-08
1991,大连万达斥12亿美元投资洛杉矶综合性项目(752),2014-08-08
1992,香港人来深圳置业升温成交占比约一成不足以影响房价(720),2014-08-07
1993,"海外融资12亿美元北京远洋地产将继续""激进""拿地(1593)",2014-08-07
1994,杭州绿城2014年上半年利润暴跌65%房企半年大考堪忧(1027),2014-08-06
1995,深圳世联地产1000万美元增资香港子公司(205),2014-08-06
1996,深圳世联地产1000万美元增资香港子公司(205),2014-08-06
1997,香港盈大地产2014年中期溢利1.35亿港元同比涨335%(861),2014-08-06
1998,深圳世联地产1000万美元增资香港子公司(205),2014-08-06
1999,香港盈大地产2014年中期溢利1.35亿港元同比涨335%(861),2014-08-06
2000,深圳世联地产1000万美元增资香港子公司(205),2014-08-06
2001,香港盈大地产2014年中期溢利1.35亿港元同比涨335%(861),2014-08-06
2002,深圳世联地产1000万美元增资香港子公司(205),2014-08-06
2003,香港港股ADR全线急挫恒指2014年8月6日或受累回调(668),2014-08-06
2004,香港一家地产基金投资中国楼市遭受沉重亏损(1501),2014-08-06
2005,香港新加坡抑制房价上涨措施不适合西方(522),2014-07-31
2006,香港当代置业称计划发行美元债以发展地产项目及还债(455),2014-07-24
2007,香港双倍印花税立法通过有助稳定楼市(1194),2014-07-17
2008,香港金管局表示若楼市下行会适当放宽监管(418),2014-07-15
2009,香港低价楼楼价破顶学者指辣招功效渐退(938),2014-07-15
2010,香港瑞安建业发盈警料半年亏损增加(232),2014-07-15
2011,仲量联行表示香港办公楼租金将逐步上扬(740),2014-07-15
2012,香港招商局置地2014年上半年合同销售额26.78亿元(249),2014-07-12
2013,"楼市""双辣招""过关香港避免退税43亿港元(1188)",2014-07-12
2014,香港新鸿基地产41.9亿港元夺两限量地单位作价13年低位(714),2014-07-10
2015,香港当代置业半年合约销售额增37%(181),2014-07-10
2016,丽丰控股5.77亿摘上海黄浦宅地(1483),2014-07-10
2017,摩通表示香港2014年全年楼价跌幅或小于5%(630),2014-07-10
2018,香港房屋经理前海执业达成协议(156),2014-07-10
2019,新鸿基地产41.89亿港元夺香港天水围两地块(501),2014-07-10
2020,消息称香港华润置地退出与绿地香港合作的上海黄浦项目(468),2014-07-10
2021,广州一日诞生两地王万科保利置业各抢一个(1979),2014-07-09
2022,香港平机会倡新移民平等轮公屋研反歧视立法(962),2014-07-09
2023,"""双辣招""催暖香港楼市2014年6月新房成交额暴涨八成(1143)",2014-07-07
2024,香港恒盛2014年6月合约销售额1.89亿人币同比减64.4%(...,2014-07-07
2025,"""双辣招""催暖香港楼市2014年6月新房成交额暴涨八成(1143)",2014-07-07
2026,香港恒大地产2014年上半年合约销售按年增长55.4%至人民币6...,2014-07-07
2027,2014年7月4日香港港股高开后震荡回落万科升逾4%再创新高(198),2014-07-07
2028,2014年7月4日香港港股高开后震荡回落万科升逾4%再创新高(198),2014-07-07
2029,香港恒盛2014年6月合约销售额1.89亿人币同比减64.4%(...,2014-07-07
2030,香港公屋2014年9月起或加租一成(1083),2014-07-04
2031,香港2014年6月楼宇成交同比增六成(994),2014-07-04
2032,香港合景泰富2014年上半年卖99.9亿完成全年目标47.6%(...,2014-07-03
2033,广州时代地产2014年上半年销售额达60.2亿完成年度目标的四成...,2014-07-03
2034,深圳卓越打造商务运营轻资产平台(667),2014-07-03
2035,香港罗氏蓝地项目优化后再闯关(660),2014-07-02
2036,万科置业海外香港荃湾项目将获48亿港元融资(825),2014-07-01
2037,"""亚洲楼王""再现香港(1178)",2014-06-30
2038,香港光控斥逾17.6亿入股新加坡地产商英利(457),2014-06-30
2039,北京国瑞置业赴港IPO资本市场与内房新股焦点错位(1983),2014-06-27
2040,"香港勒泰控股更名为""勒泰商业地产""(228)",2014-06-27
2041,"香港勒泰控股更名为""勒泰商业地产""(228)",2014-06-27
2042,深圳万科B转H获港交所批准2014年6月25日港交所挂牌上市(519),2014-06-25
2043,香港中渝置地发盈喜料半年收入及盈利大升,2014-06-18
2044,深圳前海探索房地产抵押跨境融资安排,2014-06-18
2045,2014年1季度香港投资定居申请量攀升近两成(426),2014-06-17
2046,香港方兴地产分拆酒店上市或筹32亿港元(409),2014-06-16
2047,香港华信地产财务7180万收购商业物业(90),2014-06-13
2048,香港恒盛地产2014年1-5月销售17.22亿同比降51%(111),2014-06-09
2049,香港楼市需求管理措施仍需持续(287),2014-06-09
2050,香港千亿民企恒力发力高端地产打造世界级湾区豪宅(2395),2014-06-09
2051,香港住宅楼价下调空间有限(1037),2014-06-09
2052,海口晚报万达再出海22亿西班牙买楼,2014-06-06
2053,香港沿海集团转型轻资产模式,2014-06-05
2054,合和实业2.33亿港元竞得香港湾仔一住宅用地,2014-06-05
2055,大连万达商业地产伙母企125亿进军欧洲市场,2014-06-05
2056,中国京津冀协同下的躁动房企抢滨海高新区先机,2014-06-04
2057,龙湖地产以近32亿港元购南京物业,2014-06-04
2058,香港瑞安房地产发行5.5亿美元5年期美元债票息9.625%,2014-06-04
2059,深圳万科多手段保障B转H港股双融资平台成形,2014-06-04
2060,香港楼市交投转活跃地产股再发力,2014-06-04
2061,北京华信地产3.82亿港元出售香港葵涌项目,2014-06-04
2062,香港恒盛地产2014年1-5月销售17.22亿元同比减少51%(...,2014-06-04
2063,香港汉港房产全年纯利1.4亿人民币增14%,2014-05-30
2064,"香港楼盘深圳设立""售楼处""售价比二手楼便宜5%",2014-05-30
2065,调查称香港成亚洲区投资气氛最悲观城市,2014-05-28
2066,香港建屋贷款发3.97亿股新股集资近3亿港元支付收购,2014-05-28
2067,香港微调楼市限制措施30个房产经纪抢一个客户,2014-05-26
2068,香港盛洋斥1亿购10间纽约住宅物业兼发盈警,2014-05-26
2069,中国沪港通推动甲级写字楼租务售价上调空间增加,2014-05-26
2070,香港盛洋斥1亿购10间纽约住宅物业兼发盈警,2014-05-26
2071,湖南云顶梅溪湖营销中心升级,2014-05-21
2072,香港港股上行压力渐增,2014-05-19
2073,香港楼市政策微调住宅成交料难放量,2014-05-15
2074,杭州众安房产分拆商业独立上市或将受累于三四线布局,2014-05-15
2075,香港楼市政策微调住宅成交料难放量,2014-05-15
2076,香港楼市政策微调住宅成交料难放量,2014-05-15
2077,香港微调楼市政策,2014-05-14
2078,香港官员表示应对香港楼市过热的措施初见成效,2014-05-14
2079,香港微调楼市政策,2014-05-14
2080,香港永久居民买房可豁免印花税,2014-05-08
2081,金山2.5亿购珠海地建宿舍,2014-05-06
2082,香港房企住宅用地改做商业,2014-05-02
2083,香港新鸿基地产尔峦销售持续火爆,2014-04-25
2084,英国楼价泡沫真相,2014-04-25
2085,中原地产研究部联席董事指出2014年香港落成私宅四成半已售,2014-04-25
2086,2014年3月台湾新取用住宅按揭额按月升8.8%至135亿元,2014-04-25
2087,2014年3月香港新批住宅按揭贷款额增加两成三,2014-04-25
2088,香港2014年1季度楼宇施工量及落成量大幅增加,2014-04-25
2089,2014年香港落成私宅四成半已售,2014-04-25
2090,2014年香港落成私宅四成半已售,2014-04-25
2091,2014年3月香港新取用住宅按揭额按月升8.8%至135亿元,2014-04-25
2092,2014年3月香港新批住宅按揭贷款额增加两成三,2014-04-25
2093,香港2014年首季楼宇施工量及落成量大幅增加,2014-04-25
2094,时代地产1.98亿元竞得广东清远商住用地,2014-04-24
2095,新世界与深圳万科成立合营公司开发荃湾项目新世界占比80%,2014-04-23
2096,香港2014年首季通胀3.8%房租涨幅继续下降,2014-04-23
2097,中国沪港通加速房企全球化布局,2014-04-18
2098,香港九龙仓集团2014年上半年楼市政策或出现松动,2014-04-17
2099,香港外汇基金2013年收益挫27%,2014-04-17
2100,广州雅居乐签订4.75亿美元定期贷款为期8个月,2014-04-15
2101,"香港李泽楷72亿港元出售盈科中心盈大地产内地""清盘""",2014-04-09
2102,香港李嘉诚父子抛售内地商业地产看淡内地房市,2014-04-09
2103,香港华润置地2014年1季度销售96.1亿,2014-04-09
2104,香港李泽楷72亿港元出手旗下盈大地产,2014-04-09
2105,万科置业(香港)为子公司提供8.6亿元担保,2014-04-08
2106,调查显示香港房地产薪资福利升幅亚洲居第二,2014-04-04
2107,金石滩引碧桂园操盘恒基兆业大连首涉旅游地产,2014-04-04
2108,香港李嘉诚129亿港元进军伦敦房地产成国英最大海外投资者,2014-04-03
2109,炒楼市松绑地产股起舞香港恒指或上试22800点,2014-04-03
2110,调控显成效新加坡房价连降两季度,2014-04-02
2111,香港李嘉诚持续抄底英国资产,2014-04-02
2112,深圳万科8.6亿港元购香港一旧楼,2014-04-02
2113,香港李嘉诚129亿港元进军伦敦房地产,2014-04-02
2114,深圳万科置业8.6亿收购香港湾仔地皮,2014-04-02
2115,香港楼价下降各界热议房产新政,2014-04-01
2116,北京方兴地产拟分拆酒店资产独立上市已获联交所确认,2014-04-01
2117,广州恒大民生地产规模优势明显2013年营收大增至940亿,2014-03-31
2118,上海绿地香港昆明两项目总投资将达72亿,2014-03-31
2119,上海优质写字楼租金按季增幅0.7%,2014-03-28
2120,南京城北靠地王难上位价格陡降楼面地价重回7字头,2014-03-28
2121,香港蓝鼎国际2013年亏损缩至1.37亿港元,2014-03-27
2122,上海绿地集团重组金丰投资方案出炉将推混合所有体制,2014-03-27
2123,香港中渝置地2013年收入68.45亿港元同比下降近一成,2014-03-26
2124,深圳万科与华润的持股默契或持续广大投资者受益,2014-03-26
2125,广州保利置业2014年销售目标280亿香港启德项目最快2017年预售,2014-03-24
2126,深圳万科获华润2亿元增持,2014-03-21
2127,香港力高地产集团有限公司公布其业绩,2014-03-21
2128,香港华润股份6年来首度增持万科,2014-03-21
2129,福建系房企在上海连摘三地,2014-03-20
2130,上海绿地655亿借壳登陆A股创纪录,2014-03-19
2131,武汉光谷联合拟香港发行10亿股,2014-03-19
2132,上海绿地655亿借壳金丰投资和地产再融资有条件开闸,2014-03-19
2133,绿地香港公布2014年1-2月销售业绩,2014-03-18
2134,香港路劲2013年房产销售122亿元,2014-03-18
2135,香港太古地产2013年基本溢利63.5亿港元,2014-03-13
2136,香港旭辉2014年1-2月劲销30.2亿元同比大增42%,2014-03-12
2137,香港立法会三读通过印花税草案,2014-03-12
2138,香港华润200亿广东佛山造城引担忧二三线商业地产恐过剩,2014-03-11
2139,香港路劲2013年房地产销售122亿元,2014-03-10
2140,香港高银地产授出新京津高银天下40亿建筑合同,2014-03-07
2141,"香港楼市""双辣招""过关成交有转活迹象",2014-03-07
2142,预期2014年香港华润房地产营业额目标增15%,2014-03-06
2143,阳光100将在香港挂牌上市,2014-03-04
2144,香港新鸿基2014年度中期卖楼122.47亿港元同比跌19.5%,2014-03-04
2145,香港长江实业2013年盈利352.6亿港元同比升10.1%,2014-03-04
2146,香港房屋租金飙升社会热议恢复租务管制,2014-03-04
2147,香港新鸿基地产公布最新业绩,2014-03-03
2148,中国中小房企融资压力将越来越大,2014-03-03
2149,广州保利置业香港九龙启德发展区拿地,2014-02-28
2150,杭州房产降价真摔假摔都别慌,2014-02-28
2151,中国阳光100逆市招股获看好赴港IPO或成楼市风向标,2014-02-28
2152,香港将推出34幅土地提供1.55万个住宅单位,2014-02-27
2153,香港新财政预算案重在提高竞争力,2014-02-27
2154,"预防远期赤字香港政府减少""派糖""",2014-02-27
2155,"香港楼市进入""双辣招""时代",2014-02-26
2156,香港近百亿港元批出启德三宅地保利置业获其一,2014-02-26
2157,香港万科置业海外2014年营业额增6%至8300万港元,2014-02-26
2158,央企持续高价香港抢地和保利置业39亿造地王,2014-02-26
2159,香港万科置业海外2013年营业额达8300万港元增幅为6%,2014-02-26
2160,香港利用印花税降温楼市,2014-02-26
2161,调控措施楼市遇冷影响香港财政收入,2014-02-25
2162,"楼市""双辣招""过关香港避免退税43亿港元",2014-02-24
2163,香港利福地产2013年营业额449万元跌78.4%,2014-02-24
2164,2014年2月17-23日杭州楼市成交量环比增57.99%,2014-02-24
2165,香港新鸿基楼盘五五折开盘内地买家赴港抢购折扣房,2014-02-19
2166,香港华润置地2014年1月合同销售额34.5亿元,2014-02-19
2167,香港德祥地产减持海南三亚高球酒店业务,2014-02-19
2168,梁振英表示香港并没有改变对租金管制的立场,2014-02-18
2169,香港大型地产商近期大幅降价和内地楼市或难偏安一隅,2014-02-14
2170,香港楼市熊出没警示内地风险,2014-02-14
2171,李嘉诚2014年第七次抛售深圳长园集团密集套现高达7亿,2014-02-13
2172,李嘉诚甩价抛楼香港楼市已渐显熊态,2014-02-13
2173,香港开发商开盘降四成试温,2014-02-13
2174,香港汉港地产2014财年首3季收入1.92亿降27.6%,2014-02-13
2175,长江实业料香港楼市波幅10%以内销售目标400亿,2014-02-12
2176,"北京首创置业公布5年计划600亿年销售目标""压力山大""",2014-02-12
2177,香港千万豪宅买卖继续萎缩2014年1月成交值创新低,2014-02-12
2178,香港楼市熊出没长实新鸿基大幅降价出货,2014-02-12
2179,北京首创置业2018年目标超600亿和2014年土地投资达百亿,2014-02-10
2180,香港九龙仓2013年内地销售额212亿并持续看好未来发展,2014-02-10
2181,香港恒基地产称2014年住宅销售目标持平于160亿港元,2014-02-10
2182,广州越秀集团完成收购香港创兴银行,2014-02-07
2183,香港证监会拟放松REITs监管,2014-02-07
2184,香港2013年房价涨7.7%增速远低北上广,2014-02-07
2185,香港地产商2014年春节后积极推新盘和二手楼价有下调压力,2014-02-06
2186,香港太古地产拟在大连开发内地第二个太古汇,2014-01-27
2187,绿地香港发行15亿元人民币债券融资成本低于市场水平,2014-01-27
2188,绿地香港发行15亿元人民币债券年利率5.50厘,2014-01-24
2189,香港九龙仓表示港资地产商要学内地企业高周转,2014-01-24
2190,香港虽为最自由经济体但房价收入比最高,2014-01-23
2191,香港恒隆地产2013年赚50.5亿少18%,2014-01-23
2192,香港连续四年列全球房价最难负担城市之首,2014-01-23
2193,香港新鸿基地产签订140亿港元银团贷款,2014-01-23
2194,香港恒隆地产2013年纯利50.5亿港元同比降18%,2014-01-23
2195,美国巨头兆华斯坦134亿元竞得深圳前海地王和国内巨头败北,2014-01-23
2196,旭辉与上海绿地合资企业敲定4.84亿美元双币种贷款,2014-01-22
2197,香港华润置地2013年累计销售额达663亿,2014-01-21
2198,香港航空启动香港上市计划拟集资62亿港元,2014-01-21
2199,"香港合生创展继续""搁浅""2013年销售112.7亿",2014-01-20
2200,香港新鸿基补地价仲裁可令私楼供应年增4000至5000伙,2014-01-19
2201,招商地产曲线进入上海自贸区,2014-01-17
2202,2014年香港地产企业利润率将收窄10%,2014-01-17
2203,港媒称香港港府施政报告增公屋供应二手房减价抢客,2014-01-17
2204,香港瑞安建业预期2013年财年净亏损受内地调控政策影响,2014-01-16
2205,美国黑石押宝地产市场耗资16亿控股香港泰升,2014-01-15
2206,香港华润置地60亿购入厦门福州地块,2014-01-15
2207,李嘉诚正洽售北京三里屯盈科中心曾估价80亿元,2014-01-15
2208,香港施政报告显示2014-2018年私营住宅供应增约四成,2014-01-15
2209,北京新华联马韩两国房地产开发项目待审批,2014-01-15
2210,香港李泽楷旗下盈大地产洽售北京三里屯盈科中心,2014-01-14
2211,香港李嘉诚欲80亿元出售北京盈科中心,2014-01-14
2212,内地企业新年掀赴香港发债热潮,2014-01-13
2213,绿地香港2013年合约销售34.86亿元,2014-01-13
2214,香港路劲基建2013年销售额122亿谨慎布局内地楼市,2014-01-10
2215,长江实业出售南京国际金融中心不涉及李嘉诚本人,2014-01-08
2216,香港2014年楼价或跌5%至10%,2014-01-08
2217,深圳前海七年后有望比肩香港新加坡,2014-01-08
2218,香港李嘉诚抛售内地房产两月售百亿元物业,2014-01-07
2219,香港李嘉诚不爱房产爱比特币投资比特币支付企业,2014-01-07
2220,香港2014-2018年将建8.2万套公共租住房屋,2014-01-07
2221,香港旭辉2013年合约销售153.2亿同比增长逾六成,2014-01-06
2222,香港置业预计2014年楼价挫逾1成,2014-01-06
2223,陈家强预期2014年香港楼市仍处于观望期,2014-01-04
2224,香港李嘉诚再抛内地物业套现超20亿获利或超4亿,2014-01-03
2225,2013年香港楼宇买卖合约数按年减39%创20多年新低,2014-01-03
2226,香港李嘉诚2013年内地出售物业总价值约126亿,2014-01-01
2227,上海绿地称2014年目标4000亿元登陆A股是市场化一步,2013-12-31
2228,李嘉诚出售南京新街口国际金融中心,2013-12-31
2229,房市转冷机构看淡香港地产股,2013-12-27
2230,"南京楼市近10万套新房2014年""大会战""",2013-12-27
2231,香港金管局表示交投减港楼价仍过高,2013-12-24
2232,港资地产公司9.8亿夺得深圳2013年第三幅宅地,2013-12-24
2233,香港华大地产停牌将涉一则主要收购,2013-12-23
2234,广东TCL集团专注主业转让旗下地产公司获利7000万,2013-12-23
2235,"楼市""双辣招""见效香港暂不推""港人港地""",2013-12-22
2236,业内人士表示美联储缩减QE香港2014年楼价不乐观,2013-12-22
2237,香港佳宁娜地产落子东莞打造百亿商业地产板块,2013-12-20
2238,香港领汇基金借深圳万科杀入内地券商唱多合作前景,2013-12-20
2239,香港中信泰富变现大昌行商业中心赚9亿,2013-12-20
2240,龙光地产香港上市募资14.84亿,2013-12-20
2241,香港太古地产合资公司39亿港元购香港写字楼物业,2013-12-19
2242,香港房价高企港府增土地供应显示应对决心,2013-12-19
2243,曾俊华表示香港金融体系稳健无惧美国退市影响,2013-12-19
2244,陈家强表示美联储退市在即香港宜尽快通过印花税条例,2013-12-19
2245,预计香港住宅价格2014年平均下降25%,2013-12-17
2246,绿地香港60亿上海拿地借壳金丰投资仍陷迷离,2013-12-13
2247,重庆融恒时代广场推出写字楼资产增值服务计划,2013-12-13
2248,深圳新兴片区密集兑现配套规划红利,2013-12-13
2249,瑞银预料2014年香港楼价最多或跌10%,2013-12-12
2250,汕头龙光地产公布香港联交所主板上市详情,2013-12-11
2251,2014年香港铺租继续位列榜,2013-12-11
2252,深圳招商地产子公司招商局置地5亿美元债获批香港上市,2013-12-11
2253,2013年前3季香港企业豪掷330亿元内地购地,2013-12-11
2254,报道称香港新鸿基地产高级联贷筹资138亿港元,2013-12-10
2255,"中国房企排队赴港上市""双平台""融资渠道成趋势",2013-12-10
2256,"广州时代地产""带伤上市""高负债率成为隐忧",2013-12-09
2257,逾七成受访者认同香港楼市降温措施,2013-12-09
2258,香港德祥地产以2.588亿人币投得海南三亚旅馆土地,2013-12-09
2259,香港2013年3季度房价升近16%,2013-12-09
2260,香港频频卖地私楼落成量连升3月创2013年单月新高,2013-12-07
2261,香港融恒时代广场5A甲级写字楼2013年12月交房,2013-12-06
2262,"应对人口老龄化香港推出""长幼共融""房屋计划",2013-12-03
2263,香港财长称楼市仍存风险港府辣招难撤,2013-12-03
2264,香港商业地产市场前景稳定,2013-12-03
2265,香港德祥地产2013年中期纯利9736港元按年下跌76%,2013-12-02
2266,珠海格力地产亿元设立香湾码头公司,2013-12-02
2267,深圳金地集团调整会计政策2013年增利13亿,2013-11-30
2268,香港房价涨幅第一,2013-11-29
2269,香港李嘉诚陷脱港入欧撤资风波资产价格泡沫突出,2013-11-29
2270,"深圳前海面向港企卖地诞生楼面地价""新地王""",2013-11-28
2271,广州时代地产赴港上市拟集资15.48亿港元,2013-11-28
2272,香港李嘉诚连售豪宅套现近13亿港元和市场忧虑恐引抛售潮,2013-11-27
2273,渣打料香港楼价2013-2014年或降15%,2013-11-26
2274,上海城投控股孙公司8.2亿购上实城开子公司,2013-11-26
2275,香港港客内地置地投向具有高成长潜质的二三线城市,2013-11-22
2276,香港2013年10月通胀率微跌至4.3%,2013-11-21
2277,中信地产5.61亿抛售上海黄山两地产公司股权,2013-11-19
2278,"香港中环写字楼租金2013年仅升0.7%料2014年继续""横行""",2013-11-18
2279,香港特区政府指金发局研究报告涵盖广阔,2013-11-18
2280,香港首个住宅长者屋项目推售最贵单位逾千万元,2013-11-17
2281,香港金管局称楼市若进入下行期将放松调控措施,2013-11-15
2282,恒基地产28.88亿港元获香港新界宅地,2013-11-14
2283,香港恒基地产以28.88亿港元投得上水古洞住宅地皮,2013-11-14
