,title,time
3562,2008年香港中海地产净利润同比增长20.8%,2009-03-25
3563,香港世茂集团欲逆市并购买地,2009-03-23
3564,2009年首季香港楼市成交量回升,2009-03-18
3565,香港房企业绩下滑,2009-03-18
3566,李嘉诚投入30亿在上海启动内地最大商业地产,2009-03-16
3567,2009年香港新世界地产将在辽宁地区开发3处项目,2009-03-12
3568,香港李嘉诚出手30亿元搅醒上海商业地产,2009-03-10
3569,香港世茂股份苦等400万平方米资产注入,2009-03-06
3570,香港大中华国际集团(中国)有限公司简介,2009-02-27
3571,香港商业地产供需逆转引发开发商困局,2009-02-27
3572,香港港置地产逆市加薪,2009-02-27
3573,香港李嘉诚内地最大楼盘开工在即,2009-02-21
3574,香港李嘉诚重新布局内地地产业务,2009-02-20
3575,香港楼市状况分析,2009-02-19
3576,珠澳大桥将使珠海房地产市场首先受惠,2009-02-17
3577,香港瑞安集团获中国农业银行130亿元授信,2009-02-16
3578,香港中新地产回应资金链断裂传言,2009-02-13
3579,香港新鸿基地产再登全球最佳地产公司第一,2009-02-13
3580,香港恒隆地产和恒隆集团中期净利润分别大跌83%和78%,2009-02-11
3581,"香港恒隆地产变身""收租股""",2009-02-11
3582,香港恒隆地产延缓进军内地步伐,2009-02-11
3583,新鸿基地产250亿砸向上海三大项目,2009-02-06
3584,香港地产富豪集体趁低增持稳定股价,2009-02-06
3585,香港豪宅大减价争抢内地客,2009-02-04
3586,2008年10-12月香港负资产住宅按揭贷款过万宗,2009-02-03
3587,香港新鸿基地产在广州投资建玖珑湖,2009-01-16
3588,"陈启宗深层诠释香港恒隆地产""反周期论""",2009-01-12
3589,香港和记黄埔10亿元抛售商铺,2009-01-09
3590,香港嘉里建设筹资将建上海静安嘉里中心,2008-12-26
3591,香港铜锣湾商铺租金全球第二贵,2008-12-25
3592,香港沿海地产中报盈利2770万,2008-12-25
3593,香港世茂房地产遭资金困局,2008-12-22
3594,香港房地产市场2010年或将反弹,2008-12-18
3595,香港楼市预计2010年反弹,2008-12-16
3596,金融海啸中的香港房地产行业,2008-12-13
3597,2008年12月11日香港股市反弹情况,2008-12-11
3598,广州碧桂园热心参与教育慈善事业,2008-12-02
3599,预计2008年11月香港楼市房屋成交量将有5000宗,2008-12-01
3600,香港新鸿基在南京建河西第一高楼,2008-11-07
3601,瑞安地产倾力打造的重庆天地新城超高层建筑群破土动工,2008-10-31
3602,香港新世界中国套现62亿港元,2008-10-20
3603,截至2008年6月底新世界中国拥有现金总额为80亿港元,2008-10-17
3604,香港新世界中国一年卖楼套现62亿,2008-10-14
3605,香港房价下跌将加剧,2008-10-13
3606,香港地产业启示录股价是房价先行指标,2008-10-08
3607,2008年10月香港市场上多只内地房地产股票齐齐下跌,2008-10-07
3608,香港房地产巨头看好内地房市,2008-09-27
3609,2008年上半年香港世茂房地产的总营业额为18亿元人民,2008-09-26
3610,香港五矿建设联合外资投资南京房产,2008-09-26
3611,2008年上半年香港中资地产实现净利润186.64亿元同比增长1...,2008-09-26
3612,广州星河湾地产计划在2008年上半年登陆香港资本市场,2008-09-25
3613,中海集团与香港九龙仓集团合资成立重庆嘉江房地产开发有限公司,2008-09-23
3614,2008年上半年香港新鸿基地产多赚30%至276亿,2008-09-12
3615,"""深港楼盘互动营销研讨会""在深圳成功举办",2008-09-10
3616,香港房价有调整但不会大跌,2008-08-29
3617,香港永菱通金融有限公司20亿海外资金参股瑞安重庆,2008-08-23
3618,2008年上半年香港长江实业与和香港记黄埔的纯利分别同比下滑35...,2008-08-22
3619,海南旅游房地产投资开发专题推介会在香港会展中心开幕,2008-08-21
3620,2008年第2季度香港本地居民生产总值同比增长4.2%,2008-08-16
3621,2008年第2季度广州中原地产度业绩环比增长了20.9%,2008-08-15
3622,截至2008年6月23日香港新界区录得28875宗二手住宅买卖注...,2008-08-15
3623,截至2008年6月底香港恒隆地产纯利润达到131.59亿港元增加...,2008-08-14
3624,截至2008年6月30日香港恒隆地产营业额达100.8亿港元同比...,2008-08-14
3625,香港恒隆地产有限公司年纯利131.6亿港元,2008-08-14
3626,2008年下半年香港碧桂园无意降价促销,2008-08-13
3627,香港商业地产巨头来重庆找商机,2008-08-13
3628,朱孟依出手3.4亿港元增持香港合生创展,2008-08-08
3629,2008-2012年广州将总共建设4213-5530万平方米住房,2008-08-01
3630,2008年上半年香港华侨城有限公司预增200-250%,2008-08-01
3631,香港嘉里建设有限公司内地投资发力斥17亿元巨资在唐山拿地块,2008-07-28
3632,重庆国土资源局逆市高价推地,2008-07-28
3633,美国两大房贷公司房利美和房地美兴衰牵连甚广,2008-07-17
3634,计划赴香港上市的中国内地房地产企业已达到11家,2008-07-16
3635,2008年上半年香港中海地产房地产销售额158.1亿港元同比增长...,2008-07-16
3636,2008年7月初香港嘉里建设与华远在北京联手推出首个高档公寓项目,2008-07-15
3637,广东8家地产公司赴香港上市,2008-07-15
3638,2008年上半年上海楼市外资活跃,2008-07-11
3639,香港顶级豪宅将移植广东花都,2008-07-10
3640,香港新鸿基投资广州四个项目共约100亿,2008-07-10
3641,2009年中国可能启动房地产信托市场,2008-07-09
3642,香港嘉里建设联手华远地产进军北京住宅市场,2008-07-07
3643,2008年名流置业受让沈阳友佳浑南房地产开发有限公司100%股权,2008-07-02
3644,北京名流置业受让沈阳友佳股权,2008-07-02
3645,香港恒大地产获6亿美元私募资金,2008-07-01
3646,截至2008年6月29日香港恒大地产私募6亿美元,2008-06-30
3647,2008年6月6日河南建业地产公司将在香港挂牌,2008-06-18
3648,2008年香港房企接连搁置IPO,2008-06-17
3649,香港新世界发展投资2亿进军环保行业,2008-06-17
3650,香港华润置地公司将向母公司华润集团收购六个地产项目,2008-06-16
3651,截至2007年年底香港华润置地总土地储备为1779万平方米,2008-06-16
3652,2008年香港豪宅将涨价20%-25%,2008-06-13
3653,香港华润置地92.12亿港元收购母公司地产业务,2008-06-12
3654,2008年河南建业地产终于在香港联交所上市交易,2008-06-12
3655,香港华润置地逾90亿港元购母公司地产项目,2008-06-11
3656,恒基地产将斥资12.8亿港元收购香港两住宅项目,2008-06-11
3657,香港恒基地产以底价6亿元竞得南京仙林一幅住宅用地,2008-06-11
3658,江西和泰亚洲拟2009年赴香港上市,2008-06-05
3659,2008年5月28日天津恒隆广场开工兴建,2008-06-04
3660,2008年贵阳中天城投集团股份有限公司投将涉足一级土地开发,2008-06-03
3661,香港瑞安房地产将售出瑞虹新城49%权益,2008-06-02
3662,香港恒隆地产32亿投向天津,2008-05-30
3663,"重庆龙湖地产上市之路""慢跑""",2008-05-28
3664,重庆龙湖地产延期上市,2008-05-28
3665,香港恒基地产拟220亿元投资沈阳,2008-05-27
3666,2008年6月6日河南建业地产将在香港挂牌,2008-05-27
3667,2008年一季度香港华润创业实现营业收入158.7亿港元,2008-05-23
3668,厦门宝龙集团或2008年第二季度赴香港上市,2008-05-22
3669,广州碧桂园无意收购香港TVB,2008-05-21
3670,香港瑞安再次出售项目公司股权套现,2008-05-21
3671,"香港和记港陆转手上海""世纪商贸广场""写字楼物业收益约21亿港元",2008-05-21
3672,2008年5月20日河南建业在香港路演,2008-05-20
3673,香港李嘉诚44.38亿元出售上海世纪商贸广场,2008-05-20
3674,"中国工商银行在香港分支--工银亚洲正在推介""人民币及内地关联服务""",2008-05-19
3675,河南传建业集团将于2008年6月在香港交易所挂牌,2008-05-19
3676,"河南建业赴香港上市进入最后""冲刺""阶段",2008-05-13
3677,香港房地产产业成为经济发展支柱产业,2008-05-10
3678,河南建业集团拟赴香港上市,2008-05-09
3679,香港方兴地产悄然布局上海,2008-04-29
3680,荷兰银行理财新品瞄准房地产及奢侈品,2008-04-29
3681,上海世茂房地产欲回归A股,2008-04-25
3682,香港方兴地产成为上海金茂大厦最大股东,2008-04-24
3683,"香港""九龙仓""欲进军长沙房地产",2008-04-22
3684,香港合生创展和中国奥园2007年年报公布,2008-04-17
3685,香港合生创展成为资本市场的先行者,2008-04-16
3686,中国低负债率助港资房地产企业继续扩大内地投资,2008-04-11
3687,香港瑞安建业分拆中华汇收益4.17亿港元,2008-04-09
3688,"中国内地土地储备成香港恒基地产盈利""发动机""",2008-04-01
3689,2007年香港九龙仓净利润同比增长22.2%,2008-03-28
3690,2007年广州合景泰富实现利润26.83亿元,2008-03-27
3691,2007年上海复星国际每股盈利0.59元,2008-03-27
3692,香港太古地产在北京成立中国大陆区总部,2008-03-26
3693,香港太古地产逾200亿挺进中国内地零售业,2008-03-26
3694,香港恒大地产宣布终止上市计划,2008-03-24
3695,香港华润置地启动品牌合作战略,2008-03-24
3696,恒大地产延长香港招股时间或以下限定价,2008-03-19
3697,2007年香港香江控股实现净利润1.48亿元,2008-03-17
3698,广州富力地产回归或暂不买地可减负债压力,2008-03-14
3699,2007年SOHO中国净利润同比增长477%,2008-03-12
3700,就'深港都会'发展访深圳市政协主席李德成,2008-03-11
3701,2007年香港华人置业净利润同比增长9.6%,2008-03-10
3702,至2007年12月31日香港新鸿基地产利润达136.26亿港元,2008-03-10
3703,2008年3月28日香港恒大地产在港交所主板挂牌交易,2008-03-10
3704,香港恒大地产IPO拟募资最高达165亿港元,2008-03-10
3705,广东恒大IPO最多集资190亿元减压高负债,2008-03-07
3706,广东恒大冲击中国内资地产第一股,2008-03-06
3707,荷兰国际在香港设亚洲房产基金,2008-03-03
3708,厦门宝龙地产私募2亿美元拟赴港上市,2008-03-03
3709,广州恒大地产2008年3月登陆香港股市集资15亿美元,2008-02-29
3710,广东两房地产企业将赴香港上市,2008-02-25
3711,香港恒隆系未来增长动力将来自内地,2008-02-25
3712,香港恒隆地产主席陈启宗继续看好内地楼市,2008-02-21
3713,香港恒基兆业加速拓展内地版图,2008-02-19
3714,香港恒隆地产拟加快购地步伐,2008-02-19
3715,香港写字楼租金全球第二,2008-02-15
3716,远洋地产16.5亿元北京拿地,2008-01-23
3717,香港地产中介逆势进入北京市场,2008-01-18
3718,香港世茂房地产获大连旅顺口区地块,2008-01-16
3719,华润北京40万股权行将竞价,2008-01-14
3720,华润北京40万股权行将竞价,2008-01-14
3721,香港恒基地产全面展开内地攻略,2008-01-07
3722,香港新鸿基逆市加大内地投资,2008-01-07
3723,绿城中国合资购浙江地皮,2008-01-03
3724,香港新鸿基提速中国内地扩张,2007-12-20
3725,2007年11月香港洋房成交额创纪录,2007-12-19
3726,香港新鸿基合景富力联手开发猎德项目,2007-12-13
3727,香港新鸿基地产8334万拿地,2007-12-13
3728,广州碧桂园发债搁浅敲响房地产警钟,2007-12-12
3729,贵阳世纪中天大股东携手华润开发地产,2007-12-11
3730,济南恒隆广场开工,2007-12-10
3731,华润集团高调进入贵阳房地产市场,2007-12-10
3732,香港恒基地产欲200亿增内地土地储备,2007-12-05
3733,香港华润置地获地块注入,2007-12-05
3734,北京搜房网上市锁定香港,2007-11-30
3735,2007年11月国浩地产58亿元人民币的收购北京东华国际中心90%股权,2007-11-26
3736,香港世茂旗下酒店上海开业,2007-11-23
3737,香港炒楼防三大风险,2007-11-22
3738,中国海外发展有限公司荣膺香港恒生指数成份股,2007-11-20
3739,上海世茂集团签约国际品牌近200家,2007-11-19
3740,2007年1-9月保利地产实现营业收入39.1亿元.净利润5.6亿元,2007-11-19
3741,香港汇丰控股为美国次贷危机计提准备达34亿美元,2007-11-16
3742,"北京沿海地产解决""粮荒""",2007-11-16
3743,中国远洋地产成功投得北京市通州区玉桥西里住宅小区(二期)项目用地,2007-11-16
3744,香港人投资房地产攻略,2007-11-12
3745,2007年年底前香港楼价有望再升10%,2007-11-12
3746,北京亿城股份与香港某房地产投资基金建立战略合作伙伴关系,2007-11-08
3747,2007年10月份香港证券市场总成交金额为34873亿元,2007-11-08
3748,"2007年11月28-30日""国际地产投资交易会""将在香港举办",2007-11-06
3749,香港李嘉诚14.21亿元在武汉蔡甸区拿地,2007-11-05
3750,2007年10月28日远洋地产将出资约21.5亿元收购青岛颐中房地产,2007-11-05
3751,"香港""山顶地王""20亿元悄然试水北京",2007-10-30
3752,"香港瑞安房地产大连建""室内新天地""",2007-10-27
3753,许荣茂76亿资产注入上海世茂股份,2007-10-24
3754,2007年9月28日远洋地产成功在香港联交所挂牌,2007-10-22
3755,北京西大望路地块开标吸引六大地产商,2007-10-18
3756,香港特区政府2007年第三季度地价收入64亿港元,2007-10-16
3757,中国奥园地产融资额度获调高至41.8亿元,2007-10-15
3758,"香港""九龙仓系""斥资170亿增加内地土储",2007-10-11
3759,福布斯.胡润富豪榜相继公布 广东富豪杨惠妍登双榜首,2007-10-11
3760,2007年广东碧桂园市值超过2100亿港元,2007-10-10
3761,2007年10月9日中国奥园登陆香港主板,2007-10-10
3762,"香港地产股飙升 ""百亿富豪""批量制造",2007-10-09
3763,2007年10月8日SOHO中国登陆香港股市,2007-10-09
3764,"2007年""十一""黄金周期间中国内地投资客转战香港楼市",2007-10-08
3765,"2007年""十一""黄金周深圳楼市最低单日新盘成交6宗",2007-10-08
3766,"香港九龙仓72亿获得成都""地王""",2007-10-08
3767,2007年9月28日香港股市远洋地产首日挂牌大涨40.26%,2007-10-01
3768,2007年上半年香港股市上置集团卖楼14.45亿元,2007-09-27
3769,中国内地房企集中赴香港上市冻结资金总额达6500亿港元,2007-09-26
3770,2007年上半年香港股市方兴地产业绩同比增长11.5倍,2007-09-26
3771,2007年上半年香港合景泰富负债率升至193.7%,2007-09-25
3772,2007年上半年香港合生创展纯利为4.19亿港元同比微幅下降4%,2007-09-25
3773,上海长峰击败和黄夺虹口地块,2007-09-25
3774,"南丰中国将投资20亿元在北京建""喜来广场""",2007-09-24
3775,2007年9月中国内地房企排队赴港招股发行,2007-09-23
3776,香港九龙仓集团72.42亿元成都拿地,2007-09-21
3777,2007年10月份中国内地地产新股密集登陆香港交易所,2007-09-20
3778,上海高端物业引起英资.港资基金青睐,2007-09-20
3779,至2007年6月底上海复星国际实现净利润8.27亿元人民币,2007-09-19
3780,截至2007年6月底香港瑞安房地产取得利润10.98亿元,2007-09-19
3781,2007年上半年上海复星国际实现净利润上升99%,2007-09-19
3782,美国美联储议息前香港地产股重挫,2007-09-18
3783,2007年9月17日香港特区政府第5次土地拍卖,2007-09-18
3784,<>出炉 北京北辰实业股份公司排...,2007-09-17
3785,香港恒隆集团对中国内地楼市的冷观与热望,2007-09-17
3786,普凯基金与香港鹏程集团合资在武汉成立公司,2007-09-17
3787,中国内地置业者助长香港地产业,2007-09-17
3788,2007年上半年香港嘉里建设营业额达到58.16亿港元,2007-09-15
3789,香港新鸿基地产在中国内地投资额将增至770亿港元,2007-09-14
3790,至2007年6月30日年度香港新鸿基地产实现净利润212.26亿港元,2007-09-14
3791,2007年9月13日香港恒生指数创下历史新高,2007-09-14
3792,香港新鸿基地产加速中国内地扩张,2007-09-14
3793,香港华人置业向至祥置业注入房产资产,2007-09-13
3794,香港世茂集团将在济南进行低洼地区旧城改造.房地产开发等项目运作,2007-09-13
3795,北京房地产商SOHO中国将于2007年9月启动在香港招股程序,2007-09-12
3796,香港永亨银行4.36亿出售房产,2007-09-12
3797,"2007年上半年中国内资房企开始""升中求稳""",2007-09-11
3798,香港会德丰.九龙仓拓中国内地地产项目,2007-09-10
3799,2007年10月SOHO中国将赴港上市,2007-09-10
3800,广州奥园集团拟融资4亿美元赴港上市,2007-09-10
3801,至2007年8月22日香港二手私人住宅买卖合约登记共5.128万宗,2007-09-08
3802,保利香港获15项房地资产,2007-09-04
3803,"SOHO中国总裁潘石屹:""港股直通车""炒热内地地产股",2007-09-04
3804,保利香港14.3亿购入母公司深圳资产,2007-09-03
3805,2007年8月29-31日香港九龙仓成功购得四幅杭州优质地皮,2007-09-03
3806,香港九龙仓30.91亿元曲线入杭州,2007-09-03
3807,2007年7月深圳万科地产以26.8亿元竞得广东东莞一幅35万多...,2007-09-03
3808,香港恒基巨资扩张内地房产,2007-09-03
3809,美国次级房贷带动全球股市风险溢价上升,2007-09-03
3810,香港恒基系1.45亿港元全资获取中投,2007-08-31
3811,2007年8月份香港香江控股股东大会通过向大股东定向增发议案,2007-08-30
3812,2007年上半年广东碧桂园完成销售额60.338亿元,2007-08-28
3813,香港楼价2007年下半年预计增长10%-15%,2007-08-25
3814,香港李嘉诚旗下长江实业与和记黄埔公布2007年上半年业绩,2007-08-24
3815,2007年上半年香港长江实业净利润同比增长52%,2007-08-24
3816,香港合生创展14亿接手上海首幅公开转让军用地,2007-08-20
3817,香港瑞安房地产对旗下房地产项目整合提升盈利能力,2007-08-20
3818,中粮地产借道香港鹏利进入厦门,2007-08-20
3819,到2010年香港恒隆地产中国内地投资增至400亿,2007-08-17
3820,2007年上半年香港九龙仓地产投资盈利22.88亿,2007-08-17
3821,香港华润置地8.4亿夺长沙住宅地皮,2007-08-17
3822,2006年下半年-2007年上半年香港恒隆地产实现纯利润为63....,2007-08-16
3823,至2007年6月底香港恒隆地产期内实现净利润63.71亿港元,2007-08-16
3824,香港瑞安房地产6.48亿增持上海创智天地项目,2007-08-16
3825,美国洛克菲勒.澳大利亚麦格理等报名争夺上海新地王,2007-08-15
3826,2008年长沙楼市将迎来近1000万平方米的供应高峰,2007-08-15
3827,香港香江集团斥资百亿在广东打造世界级休闲人居水城,2007-08-14
3828,打造世界级休闲人居水城北京产品新闻发布暨专家研讨会在北京召开,2007-08-13
3829,中国内地房企第二梯队争赴香港上市,2007-08-13
3830,香港瑞安房地产全资收购上海太平桥114号地块,2007-08-13
3831,预计2007年下半年深圳住宅价格升幅约为3-5%,2007-08-11
3832,香港信和置业有限公司以41.8亿元的价格拿下重庆一块307亩土地,2007-08-11
3833,2007年第三季度中国内地房地产企业香港集资规模逾100亿港元,2007-08-10
3834,香港至祥置业获注华置内地澳门资产,2007-08-10
3835,北京首创置业拟发14亿A股,2007-08-10
3836,海外购房团在上海订购48套翠湖天地御苑豪宅,2007-08-10
3837,香港瑞安房地产计划投资杭州新项目,2007-08-07
3838,中国内地房企再掀赴香港IPO热潮,2007-08-07
3839,恒基地产旗下恒基中国以20.816亿港元收购上海及北京多项物业权益,2007-08-06
3840,2007年上半年香港华人置业净利润同比下滑59%,2007-08-06
3841,2007年7月30日中国中化方兴房地产有限公司在香港启动招股路演程序,2007-08-06
3842,"香港信和置业于2007年7月31日以41.8亿元,投得重庆市江北...",2007-08-06
3843,香港太古地产48亿进驻北京三里屯,2007-08-06
3844,香港富力地产6.8亿元购太原约105.6万平方米地皮,2007-08-04
3845,2007年以来广东两地产商方圆地产.奥园集团拟香港上市,2007-08-04
3846,2007年上半年贵阳金阳新区社会项目投资24.57亿元,2007-08-04
3847,香港合景泰富36亿巨资押宝成都,2007-08-03
3848,2007年上半年香港人投资中国内地房地产单位数量约为1.29万-...,2007-08-03
3849,香港股市中资地产股比较抗跌,2007-08-03
3850,深圳ST星源子公司完成合作项目增资,2007-08-03
3851,上海证大拟4.5亿收购恒升名邸,2007-08-03
3852,香港瑞安房地产8.92亿收购上海地产项目,2007-08-02
3853,香港瑞安房地产拟全资持有上海太平桥,2007-08-02
3854,2007年7月31日方兴地产在香港举行机构投资者推介会,2007-08-02
3855,2007年上半年香港人在中国内地置业量同比增加12%,2007-08-02
3856,香港信和置业集团41.8亿元在重庆江北区拿地,2007-08-02
3857,2007年7月30日香港信和置业再以41.8亿元投得重庆市江北区...,2007-08-02
3858,重庆瑞奇大厦4.1亿元卖给香港瑞安中华汇,2007-08-02
3859,香港信和置业尖沙咀置业集团以41.8亿拿下重庆三钢厂地块307....,2007-08-02
3860,香港瑞安中华汇房地产购入重庆沈阳6.01亿元烂尾楼,2007-08-02
3861,英国基金TCI增持香港华人置业股份约179万股,2007-08-02
3862,香港恒基地产苏州宜兴8.26亿元购地,2007-08-02
3863,香港其士国际1.92亿购长春重建项目,2007-08-02
3864,重庆龙湖地产拟2008年赴香港上市,2007-08-02
3865,2007年8月1日香港信置再斥41.8亿夺重庆地王,2007-08-02
3866,2007年7月30日中国中化方兴房地产有限公司在香港启动招股路演程序,2007-08-01
3867,香港嘉里建设39.8亿元港元拿下黄大仙区102280平方英尺地块,2007-08-01
3868,香港九龙仓携手招商局10.1亿元苏州拿地,2007-07-31
3869,中国中化集团方兴地产引入多名基础投资者,2007-07-31
3870,"香港信和置业斥82亿元连夺成都重庆""地王""",2007-07-31
3871,香港信和置业中国投资集团41.8亿元成功竞得重庆江北区约20.5...,2007-07-31
3872,2007年7月份香港二手楼交易同比激增73%,2007-07-30
3873,香港地产大亨南丰集团涉足北京房地产市场,2007-07-30
3874,香港路劲基建收购顺驰落幕,2007-07-30
3875,香港华润置地增加集团商用物业比例,2007-07-30
3876,深圳人掉头转战香港低价物业,2007-07-29
3877,重庆汇正房地产公司以4.1393亿元拍得瑞奇大厦,2007-07-28
3878,2007年1-8月中国内地房地产企业赴香港上市家数已达2006年水平,2007-07-27
3879,中国保利集团斥55.2亿元购上海.杭州4幅土地,2007-07-27
3880,瑞银集团预计2008年底前香港住宅价格将上升40%,2007-07-26
3881,2007年香港信和置业营业额为88.66亿港元,2007-07-26
3882,方兴地产将于2007年7月30日赴香港开始路演,2007-07-25
3883,中化集团旗下方兴地产或赴香港IPO,2007-07-24
3884,香港北方兴业计划收购上海三项商业物业,2007-07-24
3885,2007年香港人将在中国内地购2.5万套商品房,2007-07-24
3886,上海拟推香港模式综合开发轨道建设与物业开发权,2007-07-23
3887,香港建设邀美国私募基金当二股东,2007-07-20
3888,重庆龙湖地产2008年初或赴香港上市,2007-07-20
3889,"香港嘉华10.9亿再造广州""新地王""",2007-07-20
3890,香港建设拟配股筹31.2亿,2007-07-20
3891,香港资本策略将在中国内地投资20亿港元,2007-07-20
3892,"2007年第二季度中远房地产赴香港上市""冲关""",2007-07-19
3893,香港瑞安建业出售5%瑞房权益,2007-07-19
3894,香港股市中资金融板块仍可看好,2007-07-19
3895,海南省2007(博鳌)房地产论坛将于8月16日开幕,2007-07-19
3896,香港瑞安建业拟18亿元出售瑞房地产股份,2007-07-18
3897,上海复星国际在香港挂牌首日股价上涨12%,2007-07-17
3898,"2007年上半年,香港价值2000万港元及以上的豪宅单位交易金额...",2007-07-16
3899,美国摩根大通拟在香港上市的内地房地产企业获得了香港资本市场认可,2007-07-16
3900,香港太古股份公司拟发REIT筹5亿美元,2007-07-13
3901,贵阳金阳新区最大面积商办用地成功出让,2007-07-13
3902,香港长江实业.和黄各以30%股份联合开发上海新闸路地块,2007-07-12
3903,保利香港旗下置业有限公司收购上海盛唐福邸和金爵公寓,2007-07-11
3904,保利香港售电厂业务购住宅公寓,2007-07-10
3905,香港四大地产巨头围猎上海商办宝地,2007-07-09
3906,"广东雅居乐""公关式""贷款2亿美元",2007-07-09
3907,香港瑞安房地产出售旗下3项目股权套现21.12亿元人民币,2007-07-09
3908,贵阳新世界地产2.11亿元竞得金阳区2007-05地块,2007-07-07
3909,香港置地与重庆龙湖联手打造北部新区高新园,2007-07-06
3910,香港华人置业与第三方洽谈出售事项,2007-07-05
3911,"2007年上半年香港成交额逾1亿元的物业成交共92宗,交易总额逾...",2007-07-05
3912,2007年7月3日香港瑞安房地产套现21.12亿元,2007-07-04
3913,2007年7月3日广东地产企业合景泰富在香港联交所挂牌,2007-07-04
3914,丰华股份将向房地产业全面挺进,2007-07-03
3915,香港新世界100亿元投资贵阳地产,2007-07-02
3916,2007年5月份香港新批出的住宅按揭贷款按月升23%,2007-07-02
3917,上实控股将以增资方式向上海城开集团注资21.3亿元人民币,2007-07-02
3918,香港合生创展发力北京楼市,2007-07-02
3919,2007年香港瑞安集团利润将持续增长28%至21亿元,2007-07-02
3920,香港新鸿基地产在香港得上海发展综述,2007-07-02
3921,1997-2007年香港房地产市场发展综述,2007-07-02
3922,"香港华润集团打造实业.资本共荣的""中国摩根""",2007-06-29
3923,广州富力地产北京换帅圆满完成,2007-06-29
3924,上实控股宣布以21.3亿元获得上海城开集团40%股权,2007-06-29
3925,香港合景泰富2007年在建和在售项目将达到12个,2007-06-29
3926,"中国内地房地产企业香港上市""三级跳""",2007-06-28
3927,大连华丰集团韩国上市前夕试水江西房地产,2007-06-27
3928,上海复星国际将在香港融资14亿美元,2007-06-27
3929,香港汇丰购上海浦东国金中心20个楼面,2007-06-26
3930,2007年6月22日上证综指开盘跌幅为3.29%,2007-06-23
3931,绿城中国12.6亿中标上海新江湾城D1地块,2007-06-22
3932,香港嘉里建设10亿进军成都,2007-06-19
3933,上海科华生物牵手香港梅里埃公司,2007-06-19
3934,SOHO中国拟在香港上市筹60亿,2007-06-15
3935,"香港富力地产拟收购天津耀华投资公司所开发的""梅江湾""项目",2007-06-15
3936,"2007年6月中旬上海复地""天津中心""赴港路演",2007-06-14
3937,2007年6月12日合景泰富在香港展开路演,2007-06-13
3938,2007年7月份起香港房价将上涨15%至30%,2007-06-13
3939,香港瑞安房地产以股权吸引投资者,2007-06-11
3940,"广东碧桂园公司10亿元拓展""汕尾地皮""",2007-06-11
3941,上海最大烂尾楼被神秘港资接盘,2007-06-08
3942,2007年6月6日首创爱华(天津)市政环境工程有限公司在天津正式成立,2007-06-07
3943,中国内地第二支房产基金赴香港上市,2007-06-07
3944,中国多家房企计划赴香港IPO筹222亿港元,2007-06-07
3945,香港沿海集团介入广东佛山旧城改造,2007-06-04
3946,香港路劲基建收购顺驰落幕,2007-05-31
3947,2007年5月29日香港举行本财政年度第二次土地拍卖会,2007-05-31
3948,香港瑞安系携手亿达投资大连软件园二期,2007-05-29
3949,香港瑞安房地产公司7.8亿美元开发大连软件园,2007-05-29
3950,全球房租最贵城市:香港排名第一,2007-05-29
3951,香港天海置业集团拟投资25-30亿港元在澳门建豪宅,2007-05-29
3952,广州合景泰富回应资产减值传闻,2007-05-28
3953,2007年路劲基建将完成顺驰B收购,2007-05-21
3954,香港瑞安建业分拆上市落定,2007-05-21
3955,石家庄国大御温泉度假小镇项目破土动工,2007-05-17
3956,香港瑞安旗下中华汇房地产公司集资23.3亿港元赴英国上市,2007-05-17
3957,香港瑞安建业拟分拆中华汇赴英上市,2007-05-16
3958,香港华润置地配股5亿美元买地,2007-05-14
3959,香港路劲基建为顺驰提供23亿港元贷款,2007-05-14
3960,香港汇丰银行在北京推个人住房按揭贷款,2007-05-11
3961,香港华润置地.世茂各配股融资约40亿,2007-05-09
3962,香港华润置地5亿美元欲购母公司资产,2007-05-09
3963,嘉华启动上海两大豪宅项目,2007-05-01
3964,香港华润置地投入的开发资金将达80亿,2007-04-30
3965,重庆龙湖地产发展有限公司拟赴香港IPO,2007-04-27
3966,香港新世界将开发长沙房地产,2007-04-26
3967,2007年4月22日成都最高烂尾楼卖了2.79亿,2007-04-23
3968,香港富力地产集资约90亿元欲回归A股,2007-04-23
3969,"2007年4月20日广东地产""碧桂园""香港上市",2007-04-21
3970,2006年香港合生创展销售额达113.68亿元,2007-04-20
3971,2006年广东雅居乐实现盈利12.42亿元同比上升27%,2007-04-19
3972,2006年香港合生创展盈利同比增长28%,2007-04-18
3973,美国摩根士丹利10亿元染指房地产,2007-04-18
3974,上海复地总裁范伟:关注更多收购.兼并机会,2007-04-18
3975,上海复地集团押宝2007年内回归A股,2007-04-18
3976,香港68万人认购碧桂园冻结资金仅次工商银行,2007-04-17
3977,广东碧桂园将通过香港IPO筹资16.6亿美元,2007-04-17
3978,2006年新房地产市场投资交易额达54亿,2007-04-17
3979,香港瑞安建业连环分拆 罗康瑞再谋烂尾楼海外上市,2007-04-16
3980,广州碧桂园新股认购轰动香港,2007-04-16
3981,中国金融管理局总裁任志刚警示香港房贷市场,2007-04-16
3982,"香港瑞安建业拟分拆""烂尾楼""项目上市",2007-04-14
3983,广东碧桂园香港招股冻结资金近4000亿,2007-04-12
3984,上海复地集团计提2.3亿土地增值税,2007-04-11
3985,广州合景泰富拟2007年5月赴港上市,2007-04-09
3986,2006年香港华润创业2006年盈利同比增长25%,2007-04-05
3987,广东碧桂园香港招股受追捧,2007-04-04
